element,sp_num,obs_wl_vac(A),unc_obs_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,tp_ref,line_ref,
Ne,1,4999.896,0.020,100,,,2,3,,,L3469,
Th,1,5000.4393,0.0007,37,,,1,2,,,L5951,
Th,1,5000.6333,0.0004,97,,,4,5,,,L5951,
Th,1,5000.7799,0.0005,64,,,5,5,,,L5951,
Th,1,5001.236,0.003,15,,,4,3,,,L3552,
Th,1,5001.6411,0.0003,330,,,3,3,,,L5951,
Ne,1,5001.790,0.020,30,,,2,1,,,L3469,
Th,1,5002.284,0.003,14,,,3,2,,,L12239,
Th,1,5002.4658,0.0023,19,,,4,4,,,L12239,
Th,1,5002.6466,0.0015,61,,,2,3,,,L12239,
Th,1,5002.8385,0.0006,51,,,1,2,,,L5951,
Th,1,5003.492413,0.000015,7800,,,3,3,,,L18702,
Kr,1,5003.54,0.10,2,,,1,2,,,L7408,
Th,1,5003.620,0.003,22,,,3,3,,,L3552,
Th,1,5003.867,0.003,22,,,3,3,,,L3552,
Th,1,5004.2889,0.0004,95,,,3,2,,,L5951,
Th,1,5004.6528,0.0020,25,,,3,3,,,L12239,
Th,1,5004.7850,0.0006,47,,,5,4,,,L5951,
Ne,1,5004.957,0.020,20,,,2,1,,,L3469,
Th,1,5004.99375,0.00015,610,,,2,3,,,L18702,
Th,1,5005.1633,0.0020,23,,,2,2,,,L12239,
Th,1,5005.2537,0.0003,170,,,6,5,,,L5951,
Th,1,5005.3958,0.0003,220,,,5,5,,,L5951,
Th,1,5005.52387,0.00018,690,,,2,3,,,L5951,
Th,1,5006.081,0.003,7,,,2,3,,,L3552,
Ne,1,5006.5548,0.0004,5000,4.37e+05,C+,2,3,,T6976,L3451,
Th,1,5006.6228,0.0008,36,,,6,5 or 6,,,L5951,
Th,1,5006.7314,0.0006,55,,,4,4,,,L5951,
Ne,1,5006.7429,0.0030,500,1.53e+05,C,2,2,,T6976,L4498,
Th,1,5006.8488,0.0023,19,,,7,6 or 7,,,L12239,
Th,1,5007.3716,0.0004,110,,,2,3,,,L5951,
Th,1,5007.5336,0.0008,26,,,2,2,,,L5951,
Th,1,5007.8032,0.0006,45,,,4,3,,,L5951,
Th,1,5008.3619,0.0008,28,,,5,6,,,L5951,
Th,1,5008.4849,0.0008,27,,,2,3,,,L5951,
Th,1,5010.6394,0.0005,88,,,3,3,,,L5951,
Th,1,5011.3342,0.0003,210,,,3,3,,,L5951,
Th,1,5011.8150,0.0003,190,,,2,3,,,L5951,
Th,1,5012.3446,0.0003,200,,,4,4,,,L5951,
Th,1,5012.3672,0.0005,74,,,4,4,,,L5951,
Ne,1,5012.4007,0.0010,250,,,0,1,,,L7292,
Th,1,5012.8752,0.0003,270,,,2,3,,,L5951,
Th,1,5013.172,0.003,12,,,3,3,,,L12239,
Th,1,5013.262,0.003,13,,,5,4 or 5,,,L12239,
Th,1,5013.6734,0.0006,45,,,3,2,,,L5951,
Th,1,5014.5631,0.0005,65,,,3,2,,,L5951,
Th,1,5015.5802,0.0005,70,,,7,6,,,L5951,
Th,1,5015.8467,0.0004,94,,,5,5,,,L5951,
Th,1,5016.1525,0.0015,71,,,5,4,,,L18702,
Ne,1,5016.586,0.020,50,,,0,1,,,L3469,
Th,1,5016.6776,0.0006,46,,,6,6,,,L5951,
He,1,5017.0772,0.0003,100,1.3372e+07,AAA,0,1,,T8636c73,L14926,
Th,1,5017.3851,0.0004,100,,,6,6,,,L5951,
Th,1,5017.9349,0.0003,350,,,5,5,,,L5951,
Cu,1,5018.010,0.009,400,,,3/2,1/2,,,L772,
Th,1,5018.3501,0.0005,85,,,2,2,,,L5951,
Th,1,5018.90791,0.00020,610,,,2,1,,,L5951,
Th,1,5018.9976,0.0006,52,,,4,3,,,L5951,
Th,1,5019.1600,0.0004,120,,,3,2,,,L5951,
Th,1,5019.2756,0.0004,100,,,3,4,,,L5951,
Th,1,5019.45309,0.00023,380,,,3,3,,,L5951,
Th,1,5020.281,0.003,9,,,3,2,,,L12239,
Th,1,5020.7836,0.0004,97,,,6,6 or 7,,,L5951,
Th,1,5021.152,0.003,71,,,3,2,,,L3552,
Th,1,5021.20618,0.00005,2000,,,2,2,,,L18702,
Th,1,5021.3975,0.0005,63,,,5,5,,,L5951,
Th,1,5022.6535,0.0004,170,,,2,1,,,L5951,
Th,1,5023.40568,0.00010,850,,,5,5,,,L18702,
Th,1,5023.4772,0.0008,37,,,3,3,,,L5951,
Th,1,5023.57478,0.00023,470,,,6,6,,,L5951,
Ne,1,5024.2709,0.0010,250,,,2,1,,,L7292,
Th,1,5024.5313,0.0006,55,,,2,1,,,L5951,
Th,1,5024.8823,0.0003,180,,,2,2,,,L5951,
Th,1,5025.10952,0.00023,440,,,3,3,,,L5951,
Xe,1,5025.281,0.010,3h,,,0,1,,,L4739,
Th,1,5025.5067,0.0008,35,,,3,3,,,L5951,
Th,1,5025.721,0.003,7,,,5,4,,,L12239,
Th,1,5026.0136,0.0005,80,,,5,6,,,L5951,
Hg,1,5027.0,0.2,3,2.67e+04,B,1,1,,T5292,L7587c86,
Th,1,5027.5603,0.0008,35,,,4,4,,,L5951,
Th,1,5028.3568,0.0005,61,,,1,2,,,L5951,
Th,1,5028.4265,0.0008,32,,,2,2,,,L5951,
Th,1,5028.720,0.003,13,,,3,2,,,L3552,
Th,1,5029.0797,0.0006,47,,,0,1,,,L5951,
Xe,1,5029.6817,0.0005,200,1.6e+05,D+,1,1,,T8608,L7292,
Th,1,5030.057981,0.000018,6100,,,4,4,,,L18702,
Th,1,5030.41444,0.00020,470,,,5,5,,,L5951,
Kr,1,5030.55,0.10,5,,,1,2,,,L7408,
Th,1,5031.29442,0.00008,1300,,,1,1,,,L18702,
Th,1,5031.4347,0.0023,21,,,5,4,,,L12239,
Th,1,5031.5121,0.0023,18,,,3,2,,,L12239,
Th,1,5031.519,0.003,13,,,3,4,,,L3552,
Th,1,5032.5496,0.0006,58,,,2,2,,,L5951,
Ne,1,5032.7515,0.0010,2500,1.34e+06,C+,3,3,,T6976,L7292,
Ne,1,5032.9119,0.0030,20,9.8e+04,C,3,2,,T6976,L4498,
Th,1,5033.2180,0.0005,81,,,2,3,,,L5951,
Th,1,5033.5164,0.0008,25,,,2,3,,,L5951,
Th,1,5034.189,0.003,6,,,4,5,,,L3552,
Th,1,5034.414,0.003,13,,,1,2,,,L3552,
Th,1,5035.2151,0.0023,20,,,4,4,,,L12239,
Th,1,5035.6984,0.0004,130,,,4,4,,,L5951,
Cu,1,5035.76,0.06,100h,,,5/2,3/2,,,L772,
Th,1,5036.7417,0.0004,120,,,3,2,,,L5951,
Th,1,5036.8704,0.0008,30,,,4,4,,,L5951,
Ne,1,5037.4059,0.0030,350,2.08e+05,C,3,2,,T6976,L4498,
Th,1,5038.0235,0.0008,25,,,3,4,,,L5951,
Th,1,5038.1330,0.0003,240,,,3,2,,,L5951,
Ne,1,5038.9975,0.0030,30,2.26e+05,C,3,3,,T6976,L4498,
Ne,1,5039.1560,0.0004,5000,4.44e+06,C+,3,4,,T6976,L3451,
Th,1,5039.7069,0.0003,230,,,3,3,,,L5951,
Th,1,5040.635507,0.000020,5300,,,0,1,,,L18702,
Th,1,5040.93182,0.00023,420,,,4,4,,,L5951,
Th,1,5041.122,0.003,6,,,4,5,,,L3552,
Th,1,5041.437,0.003,13,,,3,2,,,L3552,
Kr,1,5041.75,0.10,7,,,1,1,,,L7408,
Th,1,5041.9591,0.0004,140,,,5,5,,,L5951,
Th,1,5042.0862,0.0003,250,,,2,3,,,L5951,
Th,1,5042.52818,0.00018,800,,,5,6,,,L5951,
Th,1,5042.7820,0.0023,17,,,3,4,,,L12239,
Th,1,5042.920,0.003,13,,,2,2,,,L3552,
Ne,1,5043.004,0.020,10,,,1,1,,,L3469,
Ne,1,5044.259,0.020,150,,,1,2,,,L3469,
Th,1,5044.9209,0.0003,330,,,3,3,,,L5951,
Th,1,5045.7487,0.0006,55,,,3,3,,,L5951,
Th,1,5046.126142,0.000013,9700,,,2,1,,,L18702,
Th,1,5046.17334,0.00018,630,,,4,3,,,L18702,
Th,1,5046.65537,0.00008,1500,,,3,3,,,L18702,
Th,1,5046.824,0.003,20,,,2,1,,,L3552,
Hg,1,5047.2,0.2,2,,,4,3,,,L7587c86,
Ne,1,5047.223,0.020,150,,,1,1,,,L3469,
Th,1,5047.9443,0.0023,19,,,3,2,,,L12239,
Ne,1,5048.015,0.020,30,,,1,0,,,L3469,
Th,1,5048.0444,0.0003,320,,,5,5 or 6,,,L5951,
Th,1,5048.45073,0.00004,2400,,,4,3,,,L18702,
Th,1,5048.5302,0.0006,55,,,5,4,,,L5951,
Th,1,5048.9916,0.0008,36,,,2,2,,,L5951,
He,1,5049.145,0.010,10,6.7712e+06,AAA,1,0,,T8636c73,L14925c72,
Kr,1,5049.15,0.10,1*,,,3,4,,,L3990,
Kr,1,5049.15,0.10,1*,,,2,2,,,L3990,
Th,1,5049.936,0.003,5,,,5,4,,,L12239,
Th,1,5050.34441,0.00020,450,,,3,3,,,L18702,
Th,1,5050.9905,0.0004,110,,,1,2,,,L5951,
Th,1,5051.25427,0.00020,550,,,5,4,,,L5951,
Th,1,5051.384,0.003,68,,,3,3,,,L3552,
Th,1,5051.3907,0.0004,100,,,4,5,,,L5951,
Th,1,5051.4390,0.0004,120,,,2,2,,,L5951,
Th,1,5052.19250,0.00004,2600,,,2,1,,,L18702,
Th,1,5052.4913,0.0004,100,,,4,4,,,L5951,
Th,1,5053.29720,0.00008,1300,,,4,3,,,L18702,
Th,1,5053.4956,0.0006,50,,,4,5,,,L5951,
Th,1,5053.8607,0.0008,29,,,4,5,,,L5951,
Th,1,5053.9942,0.0004,130,,,3,3,,,L5951,
Th,1,5054.2674,0.0008,27,,,3,3,,,L5951,
Ne,1,5054.3532,0.0030,250,,,1,1,,,L4498,
Th,1,5054.476,0.003,20,,,4,3,,,L3552,
Th,1,5054.913,0.003,11,,,3,3 or 4,,,L12239,
Th,1,5055.2816,0.0005,63,,,2,2,,,L5951,
Th,1,5055.4410,0.0008,40,,,4,5,,,L5951,
Th,1,5055.902,0.003,20,,,4,4,,,L3552,
Th,1,5056.6286,0.0003,370,,,3,2,,,L5951,
Th,1,5057.0932,0.0005,61,,,5,4,,,L5951,
Th,1,5057.161,0.003,66,,,3,4,,,L3552,
Th,1,5057.1989,0.0008,27,,,7,7,,,L5951,
Th,1,5057.6094,0.0005,60,,,1,2,,,L5951,
Th,1,5058.1797,0.0006,49,,,3,4,,,L5951,
Th,1,5058.2719,0.0004,120,,,7,6,,,L5951,
Th,1,5058.5487,0.0020,24,,,2,2,,,L12239,
Th,1,5059.39665,0.00015,620,,,1,0,,,L18702,
Kr,1,5059.49,0.10,4,,,1,0,,,L7408,
Th,1,5059.77112,0.00013,740,,,3,4,,,L18702,
Th,1,5060.3087,0.0006,44,,,1,2,,,L5951,
Th,1,5060.4399,0.0023,17,,,3,3,,,L12239,
Ne,1,5060.561,0.020,20,,,1,2,,,L3469,
Th,1,5060.5630,0.0006,44,,,1,2,,,L5951,
Th,1,5061.1592,0.0006,43,,,5,5,,,L5951,
Th,1,5061.27168,0.00004,2200,,,3,3,,,L18702,
Th,1,5061.777,0.003,19,,,1,2,,,L3552,
Th,1,5062.405,0.003,12,,,3,4,,,L12239,
Th,1,5062.5094,0.0005,91,,,1,0,,,L5951,
Th,1,5063.06747,0.00015,600,,,2,2,,,L18702,
Th,1,5063.9065,0.0005,73,,,4,3,,,L5951,
Th,1,5064.34404,0.00021,640,,,4,3,,,L5951,
Th,1,5064.92721,0.00015,590,,,1,2,,,L18702,
Th,1,5064.9850,0.0008,29,,,2,3,,,L5951,
Th,1,5065.0751,0.0008,26,,,4,4,,,L5951,
Th,1,5065.41071,0.00015,590,,,4,5,,,L18702,
Th,1,5065.4619,0.0003,240,,,2,1,,,L5951,
Th,1,5065.8028,0.0005,61,,,1,2,,,L5951,
Th,1,5066.01399,0.00003,3900,,,4,5,,,L18702,
Th,1,5066.357403,0.000021,4700,,,1,2,,,L18702,
Th,1,5066.60465,0.00004,2200,,,2,3,,,L18702,
Th,1,5067.54801,0.00008,1300,,,5,6,,,L18702,
Th,1,5067.873,0.003,25,,,4,3,,,L3552,
Th,1,5068.18986,0.00013,730,,,5,6,,,L18702,
Th,1,5068.3724,0.0004,98,,,5,4,,,L5951,
Th,1,5068.55055,0.00021,510,,,3,4,,,L18702,
Th,1,5069.080,0.003,31,,,3,2,,,L3552,
Th,1,5069.2172,0.0004,110,,,5,5,,,L5951,
Th,1,5069.386662,0.000010,15000,,,4,4,,,L18702,
Th,1,5070.2425,0.0003,250,,,3,3,,,L5951,
Th,1,5070.3594,0.0006,49,,,2,2,,,L5951,
Th,1,5070.5053,0.0005,70,,,3,2,,,L5951,
Th,1,5070.7517,0.0003,330,,,6,5,,,L5951,
Th,1,5071.039,0.003,6,,,3,3,,,L3552,
Th,1,5071.8662,0.0005,75,,,2,3,,,L5951,
Th,1,5072.1917,0.0004,140,,,3,2,,,L5951,
Th,1,5073.290,0.003,16,,,4,4 or 5,,,L12239,
Th,1,5074.2957,0.0005,72,,,3,3,,,L5951,
Ne,1,5075.4604,0.0030,30,6.0e+04,C,2,3,,T6976,L4498,
Ne,1,5075.6152,0.0004,350,1.42e+06,C+,2,2,,T6976,L3451,
Th,1,5076.0612,0.0003,170,,,4,4,,,L5951,
Th,1,5076.222,0.003,63,,,1,1,,,L3552,
Th,1,5077.3651,0.0005,59,,,2,3,,,L5951,
Cu,1,5077.588,0.021,100h,,,7/2,5/2,,,L772,
Th,1,5078.0073,0.0006,46*,,,3,4,,,L5951,
Ne,1,5078.0122,0.0030,350,2.86e+05,C,2,1,,T6976,L4498,
Th,1,5078.925,0.003,31,,,2,2,,,L3552,
Ne,1,5080.1850,0.0030,150,8.6e+04,C,2,2,,T6976,L4498,
Th,1,5080.2589,0.0006,46,,,1,1,,,L5951,
Th,1,5081.3239,0.0004,100,,,4,4,,,L5951,
Th,1,5081.573,0.003,6,,,3,2,,,L3552,
Ne,1,5081.7992,0.0010,1500,3.39e+06,C+,2,3,,T6976,L7292,
Th,1,5081.8909,0.0008,25,,,2,3,,,L5951,
Th,1,5082.553,0.003,10,,,5,6,,,L12239,
Th,1,5082.742,0.003,12,,,2,3,,,L3552,
Ne,1,5082.776,0.020,150,,,2,2,,,L3469,
Th,1,5082.86252,0.00013,670,,,2,3,,,L18702,
Th,1,5083.1884,0.0008,29,,,3,2,,,L5951,
Th,1,5083.4256,0.0008,28,,,3,3,,,L5951,
Th,1,5083.5037,0.0008,40,,,2,1,,,L5951,
Th,1,5084.0391,0.0003,240,,,2,2,,,L5951,
Th,1,5084.478,0.003,10,,,3,3,,,L12239,
Th,1,5084.933,0.003,6,,,3,3,,,L3552,
Ne,1,5085.3944,0.0030,250,1.25e+05,C,2,1,,T6976,L4498,
Th,1,5085.4514,0.0006,50,,,5,5,,,L5951,
Th,1,5085.8437,0.0008,33,,,2,2,,,L5951,
Th,1,5086.2132,0.0003,200,,,3,2,,,L5951,
Th,1,5086.41098,0.00018,680,,,2,3,,,L5951,
Th,1,5087.179,0.003,24,,,3,2,,,L3552,
Cd,1,5087.2393,0.0010,1000w,5.6e+07,C,2,1,,T4515,L3486,
Th,1,5087.2569,0.0005,78,,,2,2,,,L5951,
Th,1,5087.5952,0.0004,120,,,3,2,,,L5951,
Th,1,5087.690,0.003,16,,,2,2,,,L12239,
Th,1,5089.161,0.003,14,,,2,3,,,L12239,
Th,1,5090.1359,0.0008,35,,,4,4,,,L5951,
Kr,1,5090.54,0.10,2h,,,3,4,,,L7408,
Th,1,5090.928,0.003,8,,,3,4,,,L12239,
Th,1,5091.47006,0.00023,450,,,5,5,,,L5951,
Ne,1,5091.740,0.020,80,,,0,1,,,L3469,
Kr,1,5091.78,0.10,1h,,,2,3,,,L7408,
Th,1,5091.96419,0.00010,970,,,3,2,,,L18702,
Th,1,5092.16993,0.00018,640,,,4,4,,,L5951,
Th,1,5093.442,0.003,5,,,5,4,,,L3552,
Th,1,5094.7154,0.0008,28,,,3,4,,,L5951,
Th,1,5095.5495,0.0003,290,,,4,4,,,L5951,
Th,1,5095.754,0.003,11,,,5,4,,,L3552,
Th,1,5095.9662,0.0005,60,,,2,3,,,L5951,
Th,1,5096.1098,0.0004,97,,,2,2,,,L5951,
Th,1,5096.494,0.003,1800,,,3,3,,,L3552,
Th,1,5096.5771,0.0006,45,,,4,3,,,L5951,
Th,1,5096.6454,0.0008,36*,,,5,5,,,L5951,
Th,1,5096.6454,0.0008,36*,,,6,6 or 7,,,L5951,
Th,1,5096.959,0.003,17,,,3,3,,,L3552,
Th,1,5097.0647,0.0023,23,,,3,3,,,L12239,
Th,1,5097.90520,0.00003,2700,,,1,1,,,L18702,
Th,1,5098.2239,0.0008,33,,,3,4,,,L5951,
Th,1,5098.460,0.003,11,,,2,3,,,L3552,
Th,1,5099.0648,0.0008,32,,,4,5,,,L5951,
Th,1,5100.3527,0.0003,360,,,4,4,,,L5951,
Th,1,5100.4532,0.0003,210,,,3,2,,,L5951,
Ne,1,5100.4733,0.0030,250,,,1,1,,,L4498,
Th,1,5100.8221,0.0023,23,,,1,2,,,L12239,
Th,1,5101.9905,0.0003,350,,,4,4,,,L5951,
Th,1,5102.04265,0.00003,3500,,,4,3,,,L18702,
Th,1,5102.55128,0.00013,670,,,2,3,,,L18702,
Th,1,5102.7669,0.0004,130,,,4,3,,,L5951,
Th,1,5103.2215,0.0005,65,,,5,4,,,L5951,
Th,1,5103.650,0.003,11,,,2,2,,,L3552,
Th,1,5103.8234,0.0005,59,,,3,4,,,L5951,
Th,1,5103.931,0.003,17,,,4,4,,,L3552,
Hg,1,5104.127,0.005,30,,,1,1,,,L3499,
Th,1,5105.122,0.003,6,,,2,3,,,L12239,
Th,1,5105.3038,0.0008,26,,,7,6 or 7,,,L5951,
Th,1,5106.0318,0.0005,69,,,5,4,,,L5951,
Ne,1,5106.1237,0.0004,350,,,1,0,,,L3451,
Th,1,5106.554,0.003,14,,,5,5,,,L12239,
Th,1,5106.665,0.003,28,,,3,4,,,L3552,
Cu,1,5106.964,0.009,1500,2.0e+06,C+,5/2,3/2,,T1343,L772,
Th,1,5108.0920,0.0004,130,,,4,5,,,L5951,
Th,1,5108.761,0.003,28,,,2,2,,,L3552,
Th,1,5109.2132,0.0008,29,,,5,6,,,L5951,
Th,1,5109.2715,0.0021,24,,,4,3,,,L12239,
Th,1,5110.0214,0.0021,25,,,3,4,,,L12239,
Th,1,5111.1572,0.0003,330,,,4,4,,,L5951,
Kr,1,5111.23,0.10,2,,,1,1,,,L7408,
Th,1,5111.4713,0.0005,91,,,2,2,,,L5951,
Th,1,5111.6404,0.0005,66,,,3,2,,,L5951,
Th,1,5111.9770,0.0003,290,,,4,5,,,L5951,
Th,1,5112.3738,0.0016,57,,,2,2,,,L12239,
Th,1,5112.48544,0.00024,390,,,4,3,,,L5951,
Th,1,5112.70257,0.00008,1200,,,3,2,,,L18702,
Th,1,5113.0007,0.0005,65,,,4,3,,,L5951,
Th,1,5113.1055,0.0005,60,,,2,3,,,L5951,
Cu,1,5113.338,0.009,300,,,1/2,1/2,,,L772,
Th,1,5114.4718,0.0008,40,,,4,3,,,L5951,
Th,1,5114.7195,0.0004,160,,,1,1,,,L5951,
Ne,1,5115.0974,0.0004,750,8.67e+05,C+,1,1,,T6976,L3451,
Th,1,5115.158,0.003,11,,,4,5,,,L3552,
Th,1,5115.4917,0.0006,48,,,4,3,,,L5951,
Th,1,5116.0059,0.0006,45,,,5,5,,,L5951,
Th,1,5116.470026,0.000016,6800,,,1,0,,,L18702,
Cu,1,5116.92,0.06,10,,,7/2,7/2,,,L772,
Th,1,5116.9517,0.0006,46,,,5,5,,,L5951,
Th,1,5117.7217,0.0003,310,,,5,5,,,L5951,
Xe,1,5117.89,0.03,0,,,1,1,,,L3989,
Ne,1,5117.9290,0.0004,1500,2.59e+06,C+,1,2,,T6976,L3451,
Th,1,5118.0774,0.0008,31,,,3,2,,,L5951,
Ne,1,5118.4505,0.0030,350,9.6e+04,C,1,2,,T6976,L4498,
Th,1,5118.71828,0.00021,510,,,6,5,,,L5951,
Th,1,5119.6021,0.0005,87,,,2,3,,,L5951,
Th,1,5119.7196,0.0006,52,,,3,2 or 3,,,L5951,
Th,1,5121.0931,0.0007,43,,,7,6,,,L5951,
Th,1,5121.2943,0.0005,70,,,0,1,,,L5951,
Ne,1,5121.9327,0.0030,250,3.47e+05,C,1,1,,T6976,L4498,
Th,1,5122.020,0.003,22,,,4,3,,,L3552,
Hg,1,5122.064,0.005,70,,,1,2,,,L3499,
Th,1,5122.0907,0.0018,38,,,3,3,,,L12239,
Th,1,5122.7516,0.0004,120,,,4,5,,,L5951,
Th,1,5123.1180,0.0021,26,,,2,2,,,L12239,
Ne,1,5123.293,0.020,20,,,1,1,,,L3469,
Th,1,5123.380,0.003,22,,,3,4,,,L3552,
Th,1,5123.6527,0.0021,24,,,2,3,,,L12239,
Ne,1,5123.6838,0.0004,1500,1.96e+06,C+,1,2,,T6976,L3451,
Th,1,5123.7475,0.0021,27,,,2,2,,,L12239,
Ne,1,5123.7886,0.0030,1500,6.30e+05,C+,1,2,,T6976,L4498,
Th,1,5123.92686,0.00021,510,,,3,2,,,L5951,
Th,1,5124.433,0.003,44,,,1,2,,,L3552,
Th,1,5124.5586,0.0005,91,,,3,4,,,L5951,
Th,1,5124.6707,0.0004,120,,,4,4,,,L5951,
Th,1,5126.1184,0.0008,32,,,5,4,,,L5951,
Th,1,5126.353,0.003,16,,,3,3,,,L3552,
Th,1,5126.7243,0.0006,45,,,5,5,,,L5951,
Th,1,5126.91764,0.00018,650,,,4,4,,,L5951,
Th,1,5127.2209,0.0005,79,,,2,1,,,L5951,
Th,1,5127.2481,0.0004,100,,,2,3,,,L5951,
Th,1,5127.37855,0.00006,1400,,,2,3,,,L18702,
Th,1,5128.0810,0.0008,35,,,3,2,,,L5951,
Xe,1,5128.67,0.20,6,,,2,3,,,L4103,
Ne,1,5129.709,0.020,20,,,1,2,,,L3469,
Th,1,5129.91878,0.00008,1200,,,3,3,,,L18702,
Th,1,5129.9954,0.0006,46,,,2,3,,,L5951,
Th,1,5130.320,0.003,10,,,3,3,,,L3552,
Th,1,5130.6318,0.0005,76,,,2,3,,,L5951,
Th,1,5130.8813,0.0024,21,,,3,2,,,L12239,
Th,1,5130.9812,0.0004,120,,,3,4,,,L5951,
Th,1,5131.0853,0.0006,44,,,4,4,,,L5951,
Th,1,5131.4179,0.0006,48,,,3,4,,,L5951,
Th,1,5131.6632,0.0003,260,,,3,2,,,L5951,
Th,1,5132.2048,0.0006,63,,,3,3,,,L5951,
Th,1,5132.2476,0.0006,58,,,4,3,,,L5951,
Th,1,5132.5752,0.0008,30,,,3,4,,,L5951,
Th,1,5132.687,0.003,27,,,1,1,,,L3552,
Th,1,5133.1371,0.0008,33,,,5,4,,,L5951,
Th,1,5133.4223,0.0004,120,,,2,3,,,L5951,
Th,1,5134.1723,0.0005,90,,,1,2,,,L5951,
Th,1,5134.5353,0.0003,330,,,6,7,,,L5951,
Th,1,5135.1810,0.0005,71,,,3,2,,,L5951,
Th,1,5135.352,0.003,16,,,3,4,,,L3552,
Th,1,5135.7692,0.0008,28,,,3,3,,,L5951,
Th,1,5136.0013,0.0007,43,,,3,3,,,L5951,
Th,1,5136.17656,0.00004,2100,,,3,3,,,L18702,
Th,1,5136.8371,0.0008,29,,,6,6,,,L5951,
Th,1,5137.0153,0.0006,60,,,4,3,,,L5951,
Th,1,5137.2958,0.0021,24,,,3,2,,,L12239,
Th,1,5137.493,0.003,15,,,2,1,,,L12239,
Th,1,5137.5521,0.0004,160,,,1,2,,,L5951,
Th,1,5137.827,0.003,80,,,1,2,,,L3552,
Th,1,5138.133,0.003,9i,,,5,6 or 7,,,L12239,
Th,1,5138.1758,0.0024,19i,,,5,6 or 7,,,L12239,
Th,1,5138.731,0.003,16,,,2,3,,,L3552,
Th,1,5138.90448,0.00016,580,,,4,3,,,L18702,
Th,1,5138.9717,0.0008,33,,,4,3,,,L5951,
Th,1,5139.2711,0.0021,26,,,5,4,,,L12239,
Hg,1,5139.371,0.005,30,,,1,1,,,L3499,
Th,1,5139.518,0.003,44,,,4,3,,,L3552,
Th,1,5139.791,0.003,5,,,2,2,,,L12239,
Th,1,5140.0076,0.0021,25,,,4,4,,,L12239,
Th,1,5140.3572,0.0008,33,,,4,5,,,L5951,
Th,1,5140.3891,0.0016,64,,,6,5,,,L12239,
Th,1,5140.4930,0.0006,54,,,5,6,,,L5951,
Th,1,5140.746,0.003,16,,,3,3,,,L3552,
Th,1,5140.8806,0.0005,76,,,4,5,,,L5951,
Kr,1,5141.3,1.0,1,,,1,1,,,L7408,
Hg,1,5141.358,0.013,,,,1,0,,,L11984,
Th,1,5141.5586,0.0008,39,,,2,2,,,L5951,
Th,1,5141.9574,0.0008,41,,,1,2,,,L5951,
Th,1,5142.148,0.003,570,,,2,3,,,L3552,
Th,1,5142.20582,0.00013,670,,,2,1,,,L18702,
Th,1,5142.415,0.003,17,,,3,4,,,L3552,
Th,1,5142.6974,0.0004,99,,,1,2,,,L5951,
Th,1,5143.0609,0.0008,31,,,2,2,,,L5951,
Kr,1,5144.1,1.0,4,,,1,2,,,L7408,
Cu,1,5144.1,0.3,10h,,,1/2,3/2,,,L772,
Ne,1,5144.698,0.020,50,,,2,1,,,L3469,
Th,1,5144.9757,0.0021,29,,,3,2,,,L12239,
Th,1,5145.2487,0.0003,200,,,0,1,,,L5951,
Th,1,5145.34952,0.00003,2900,,,4,4,,,L18702,
Cu,1,5145.553,0.021,550h,,,7/2,5/2,,,L772,
Th,1,5146.2378,0.0021,31,,,5,5,,,L12239,
Ne,1,5146.3717,0.0004,5000,3.29e+06,C+,2,3,,T6976,L3451,
Ne,1,5146.444,0.020,5000,,,2,2,,,L3469,
Kr,1,5146.47,0.10,2h,,,3,4,,,L7408,
Ne,1,5146.5685,0.0030,350,7.81e+05,C+,2,2,,T6976,L4498,
Kr,1,5146.82,0.10,1h,,,2,3,,,L7408,
Th,1,5147.0870,0.0008,28,,,2,3,,,L5951,
Th,1,5147.48937,0.00024,410,,,4,5,,,L5951,
Th,1,5148.5685,0.0005,100,,,2,3,,,L5951,
Th,1,5149.2505,0.0021,29,,,1,1,,,L12239,
Th,1,5150.3299,0.0024,18,,,3,3,,,L12239,
Th,1,5150.64138,0.00024,370,,,3,2,,,L5951,
Th,1,5151.2426,0.0004,160,,,1,2,,,L5951,
Ne,1,5151.5189,0.0030,350,,,2,1,,,L4498,
Th,1,5152.1350,0.0003,180,,,3,3,,,L5951,
Th,1,5152.8096,0.0008,39,,,3,2,,,L5951,
Ar,1,5152.826,0.010,5,2.39e+06,C,1,0,,T1218n,L2634,
Th,1,5153.046974,0.000019,6000,,,2,2,,,L18702,
Ne,1,5153.3962,0.0004,750,1.71e+06,C+,1,2,,T6976,L3451,
Th,1,5153.4026,0.0011,54,,,2,3,,,L18702,
Th,1,5153.740,0.003,21,,,4,5,,,L3552,
Th,1,5154.149,0.003,13,,,2,2,,,L12239,
Cu,1,5154.671,0.009,2000,6.0e+07,C+,1/2,3/2,,T1343,L772,
Th,1,5155.3673,0.0008,41,,,2,2,,,L5951,
Th,1,5155.411,0.003,21,,,3,3,,,L3552,
Th,1,5155.678815,0.000013,7800,,,4,5,,,L18702,
Ne,1,5155.8630,0.0004,500,1.29e+06,C+,1,1,,T6976,L3451,
Th,1,5155.8889,0.0008,41,,,3,3,,,L5951,
Cd,1,5156.0964,0.0010,6,,,1,0,,,L3486,
Th,1,5156.5196,0.0006,51,,,2,1,,,L5951,
Th,1,5157.3484,0.0008,29,,,1,0,,,L5951,
